Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
9,41,53,1,6,High,Average,Private,No,High,High,School,18.0,1,Neutral,Low,Yes,4,Good,61
1,69,62,0,6,Medium,,Private,Yes,Low,Low,Graduate,,1,Negative,High,Yes,2,Poor,61
11,41,49,2,6,High,Poor,Public,No,High,Low,Postgraduate,15.0,6,Negative,Low,Yes,2,Average,66
10,71,89,3,9,Medium,Average,Private,Yes,Medium,Low,School,18.0,6,Positive,High,No,2,Poor,87
7,81,77,3,5,Low,Average,Private,Yes,Medium,High,School,24.0,5,Negative,Low,No,2,Poor,78
10,55,93,0,4,High,Average,Private,Yes,High,Medium,Postgraduate,,2,Negative,Low,Yes,3,Poor,84
9,51,59,1,7,Medium,Poor,Public,Yes,Medium,High,School,24.0,2,Neutral,High,Yes,2,Average,67
10,40,46,2,7,Low,,Public,No,Medium,Low,School,19.0,2,Positive,High,No,5,Good,55
9,92,43,1,6,Low,Average,Public,No,Medium,Low,Graduate,20.0,2,Positive,Low,Yes,2,Average,70
10,47,48,2,6,Low,Poor,Private,Yes,Medium,Low,School,5.0,3,Negative,Low,No,1,Poor,55
11,87,88,1,5,Medium,Average,Public,No,Medium,Low,Graduate,11.0,4,Neutral,Medium,No,3,Poor,88
3,89,96,0,6,Medium,Good,Private,No,Medium,Medium,School,9.0,6,Positive,High,Yes,1,Poor,86
11,52,73,4,8,Low,Poor,Public,Yes,Low,Low,School,5.0,1,Neutral,Medium,Yes,1,Poor,79
5,54,61,2,4,Low,Average,Private,No,Low,Low,Postgraduate,11.0,6,Negative,Medium,No,1,Good,62
8,92,40,0,6,Low,Average,Public,No,Low,Medium,Postgraduate,22.0,5,Negative,Medium,No,4,Poor,68
8,83,31,3,6,Low,Poor,Public,No,Medium,Low,,7.0,4,Positive,High,No,2,Good,62
4,47,97,3,4,Low,Poor,Private,Yes,Low,Medium,Graduate,27.0,1,Negative,Low,No,2,Good,74
11,49,46,1,3,Medium,Good,Public,No,High,High,Postgraduate,,5,Neutral,Low,No,1,Poor,60
11,85,69,3,8,High,Average,Private,No,High,Medium,Postgraduate,20.0,2,Neutral,High,Yes,2,Poor,88
1,44,75,4,8,High,Average,Private,Yes,High,Low,Postgraduate,22.0,3,Negative,Medium,No,4,Good,64
1,89,33,2,7,High,Average,Private,No,Low,Medium,School,20.0,1,Negative,High,Yes,2,Good,58
4,58,67,1,6,Medium,Poor,Private,No,Medium,Low,,,1,Neutral,Low,No,2,Poor,61
6,86,92,2,4,High,Poor,Private,Yes,High,Low,,19.0,0,Negative,High,No,1,Average,91
8,77,58,2,7,High,Poor,Private,Yes,Low,High,School,18.0,3,Negative,Medium,Yes,3,Poor,78
6,98,48,0,9,High,Average,Public,No,Low,Low,Postgraduate,16.0,3,Negative,High,Yes,3,Average,81
9,50,58,3,9,High,Average,Public,Yes,Medium,Low,Graduate,1.0,3,Neutral,Low,No,2,Good,65
9,92,64,2,5,Low,Poor,Public,No,Medium,Low,Graduate,3.0,4,Negative,Low,No,1,Average,79
2,82,99,4,9,Medium,Good,Public,Yes,Low,Medium,School,26.0,2,Neutral,Low,No,3,Poor,93
10,59,52,4,9,High,,Public,Yes,Medium,Low,Graduate,9.0,0,Positive,Medium,Yes,3,Good,70
1,59,75,3,3,Low,Good,Public,Yes,Medium,Low,,17.0,4,Negative,Low,Yes,5,Good,63
2,60,73,3,6,High,,Private,No,Medium,Low,Postgraduate,8.0,5,Negative,Low,No,3,Good,59
5,57,77,1,3,High,Average,Private,No,Medium,High,Postgraduate,21.0,2,Negative,High,No,4,Average,71
4,96,81,1,6,High,,Private,Yes,Medium,High,Postgraduate,16.0,6,Positive,High,No,5,Average,87
4,89,37,1,6,High,Average,Public,Yes,Low,Medium,Graduate,12.0,1,Negative,Medium,Yes,1,Good,62
9,49,84,3,6,High,,Private,No,High,High,Postgraduate,4.0,0,Neutral,Medium,Yes,5,Average,80
11,73,95,2,3,Low,Average,Private,Yes,Low,High,School,5.0,4,Negative,High,No,3,Poor,89
8,65,69,0,8,High,Good,Private,Yes,Low,Medium,Postgraduate,27.0,0,Neutral,Low,No,5,Average,77
6,69,60,1,5,Low,Good,Private,Yes,Low,High,Postgraduate,,2,Neutral,High,No,1,Good,68
1,48,77,0,8,High,Poor,Public,No,Low,Low,Graduate,24.0,5,Neutral,High,Yes,2,Poor,64
2,85,90,4,4,Medium,Poor,Private,No,Low,Low,Postgraduate,18.0,5,Neutral,Low,Yes,4,Good,77
6,90,81,3,4,Low,Good,Private,Yes,Medium,Low,School,22.0,4,Neutral,High,No,2,Good,91
11,70,67,4,9,High,Average,Private,Yes,High,High,Postgraduate,20.0,6,Negative,High,Yes,1,Poor,89
2,81,65,1,8,Low,Good,Public,No,Medium,Medium,Postgraduate,14.0,5,Negative,Low,No,2,Good,72
10,94,84,2,5,High,Average,Public,No,High,High,School,8.0,4,Negative,Low,Yes,4,Poor,95
5,43,42,1,9,High,Average,Private,Yes,Low,Medium,School,13.0,0,Neutral,Medium,Yes,1,Average,56
5,45,66,0,5,Low,Average,Private,Yes,Low,Low,Postgraduate,28.0,1,Positive,Medium,Yes,2,Poor,62
6,53,76,1,6,High,Average,Public,Yes,Low,Medium,Graduate,,1,Negative,High,Yes,4,Average,78
6,43,51,2,6,High,Poor,Public,No,Low,Low,School,12.0,1,Negative,Medium,Yes,5,Poor,51
6,65,68,2,4,High,,Private,Yes,Low,High,School,3.0,2,Negative,Low,No,2,Poor,66
2,86,87,3,6,High,Average,Public,No,Low,High,Graduate,5.0,0,Neutral,Low,Yes,5,Good,81
10,87,59,3,9,High,Poor,Public,Yes,Low,Medium,School,4.0,5,Negative,Medium,No,3,Average,87
3,78,47,2,6,High,Average,Public,Yes,High,High,School,15.0,2,Neutral,Low,No,5,Poor,67
6,56,47,2,5,Low,Average,Private,Yes,Low,Medium,Graduate,28.0,2,Negative,Low,No,5,Poor,57
8,58,68,0,3,Medium,Poor,Public,No,Low,High,Postgraduate,5.0,5,Negative,High,Yes,3,Good,67
11,90,55,1,8,High,Poor,Public,No,Low,High,Graduate,9.0,1,Neutral,Low,Yes,1,Good,86
1,88,36,3,7,Low,Average,Private,Yes,High,High,Postgraduate,14.0,1,Neutral,High,Yes,3,Average,56
1,45,98,0,7,Medium,Good,Private,Yes,High,Medium,School,27.0,1,Negative,Low,Yes,5,Good,73
11,68,94,1,6,Low,,Private,Yes,Low,Medium,School,16.0,6,Neutral,High,No,1,Poor,95
2,50,75,3,6,Medium,Good,Public,No,Medium,Medium,Postgraduate,3.0,5,Neutral,Medium,Yes,2,Poor,63
11,55,47,0,8,Medium,Average,Public,Yes,High,High,Graduate,,0,Neutral,High,Yes,4,Poor,68
6,69,42,4,7,Medium,Average,Private,Yes,Low,Low,School,18.0,0,Positive,Low,No,1,Good,57
9,64,54,4,5,Low,Average,Private,No,High,Medium,Graduate,18.0,5,Neutral,High,Yes,5,Average,66
4,79,37,3,7,Medium,Average,Private,No,Medium,Low,Postgraduate,14.0,1,Neutral,High,No,2,Poor,57
3,50,61,0,7,High,Average,Private,Yes,Low,Medium,Postgraduate,25.0,2,Positive,High,No,1,Good,58
8,46,46,1,9,High,Average,Private,No,High,Medium,Postgraduate,7.0,0,Neutral,Medium,No,4,Poor,60
11,65,77,1,7,Medium,Good,Public,No,Medium,Low,Graduate,26.0,4,Positive,Low,No,5,Good,87
10,95,92,0,6,Medium,,Public,No,High,Low,Graduate,28.0,2,Negative,High,No,3,Average,95
9,61,69,4,9,High,Average,Private,No,High,High,Postgraduate,20.0,5,Negative,Medium,Yes,4,Good,77
11,64,44,0,6,Low,Poor,Public,No,Low,Low,School,6.0,2,Negative,High,Yes,4,Average,62
5,58,35,4,8,Low,Good,Private,No,Low,Medium,Postgraduate,26.0,6,Neutral,High,Yes,4,Average,50
9,70,92,4,7,High,Average,Public,No,High,Low,School,16.0,3,Positive,Low,No,4,Good,88
2,65,37,1,6,Low,Average,Public,No,Medium,Low,School,22.0,0,Negative,Medium,Yes,2,Average,47
3,81,61,3,8,Low,Poor,Private,Yes,Low,Low,School,19.0,6,Neutral,High,Yes,1,Good,67
7,80,74,2,7,Medium,Poor,Private,Yes,High,Low,Graduate,9.0,4,Negative,Low,No,4,Poor,82
7,75,81,0,5,Low,,Private,No,High,High,,20.0,0,Negative,High,Yes,4,Average,81
6,62,42,4,6,High,Average,Private,No,Low,Medium,School,1.0,6,Negative,Low,Yes,5,Poor,63
6,86,53,0,3,Low,Poor,Public,Yes,Low,Medium,Postgraduate,18.0,2,Neutral,Medium,Yes,3,Poor,65
2,52,69,3,8,Medium,Poor,Public,Yes,High,Medium,School,21.0,5,Positive,Medium,Yes,5,Average,62
10,64,43,3,6,High,Good,Private,Yes,Low,High,School,14.0,0,Positive,Medium,No,1,Good,71
6,41,99,2,5,High,,Public,Yes,High,Low,Postgraduate,14.0,2,Positive,High,No,2,Good,76
4,41,91,2,5,High,Average,Private,Yes,Medium,Medium,Graduate,8.0,4,Positive,Medium,No,3,Good,70
3,55,90,4,6,Medium,Average,Private,No,Low,Medium,School,23.0,2,Neutral,Medium,No,5,Good,77
11,48,30,2,4,High,Poor,Private,No,Low,Low,,25.0,6,Neutral,Low,Yes,5,Poor,55
2,67,95,4,8,Medium,Good,Private,Yes,High,Medium,Postgraduate,17.0,5,Neutral,Medium,Yes,2,Good,78
1,52,61,1,7,Medium,,Private,No,Low,Low,Graduate,,1,Negative,Low,No,2,Average,51
11,74,42,4,7,Low,Average,Public,Yes,Medium,High,School,15.0,5,Positive,Medium,No,3,Poor,76
11,80,62,2,5,High,Poor,Public,Yes,High,Medium,Graduate,10.0,2,Neutral,High,No,4,Good,85
5,52,61,0,6,Low,Average,Public,No,Medium,Medium,Graduate,20.0,1,Negative,High,No,2,Poor,57
2,70,85,2,4,Low,Poor,Private,No,Medium,Low,Postgraduate,16.0,4,Negative,Medium,No,5,Average,74
2,60,53,3,8,Medium,,Private,No,Medium,High,Postgraduate,,4,Negative,Low,Yes,5,Average,57
7,71,33,2,3,Low,Average,Public,No,Medium,Medium,Postgraduate,29.0,2,Positive,High,Yes,4,Good,53
8,93,52,1,7,Low,Poor,Public,Yes,High,Low,Postgraduate,29.0,1,Neutral,High,No,4,Average,81
10,73,58,4,9,Low,Average,Private,No,Low,High,Postgraduate,,2,Negative,High,No,2,Poor,74
8,47,50,3,8,High,Poor,Public,Yes,Medium,Low,Postgraduate,5.0,6,Neutral,Low,Yes,4,Average,64
4,98,59,4,8,Low,Poor,Private,No,Medium,Medium,Postgraduate,18.0,4,Negative,Medium,No,5,Good,74
1,80,49,4,4,Medium,Poor,Private,No,High,Medium,Postgraduate,14.0,1,Negative,High,Yes,2,Poor,50
11,87,45,2,8,High,Average,Private,Yes,Medium,Medium,Graduate,18.0,3,Neutral,High,No,3,Good,81
7,41,96,0,7,Medium,Poor,Public,Yes,Medium,Low,Postgraduate,,3,Negative,High,Yes,1,Poor,76
1,77,78,3,6,High,Poor,Private,Yes,Medium,High,Graduate,15.0,4,Negative,High,Yes,2,Good,71
11,71,87,1,7,High,Good,Private,No,Medium,Medium,School,,5,Negative,High,Yes,3,Average,95
4,93,73,1,3,High,Good,Public,Yes,Low,Medium,Postgraduate,11.0,1,Positive,High,No,5,Average,82
8,79,54,0,6,Medium,,Private,No,Medium,Low,,26.0,2,Negative,Medium,No,2,Good,71
2,97,52,0,5,Low,Average,Private,Yes,High,Medium,Postgraduate,5.0,5,Positive,High,Yes,2,Good,65
6,67,88,2,4,High,Average,Public,Yes,Low,Low,School,16.0,5,Positive,High,Yes,2,Good,80
6,76,30,1,7,Medium,Average,Public,No,High,Medium,Graduate,8.0,6,Neutral,High,Yes,4,Good,58
9,80,44,3,6,High,,Private,No,Low,High,Postgraduate,13.0,4,Positive,Medium,No,4,Good,69
5,40,81,0,8,Low,Poor,Public,Yes,Low,Medium,Graduate,26.0,4,Negative,Low,Yes,5,Average,74
10,80,87,0,6,High,,Public,Yes,Medium,Low,School,22.0,0,Positive,Low,Yes,3,Good,87
4,49,70,0,7,Medium,Average,Private,No,Medium,Medium,Graduate,,5,Neutral,High,No,2,Poor,65
5,94,73,3,5,High,Good,Private,No,High,Low,Postgraduate,17.0,5,Neutral,Medium,Yes,1,Poor,82
10,43,33,1,7,Medium,Average,Private,Yes,Low,Low,Graduate,26.0,6,Negative,Medium,No,1,Average,50
11,74,97,3,5,Low,,Private,Yes,Low,Low,Graduate,9.0,2,Positive,Low,Yes,1,Good,93
5,49,36,3,8,Low,Average,Private,No,Medium,High,School,15.0,2,Positive,Low,No,4,Average,48
8,86,75,2,7,High,Average,Private,Yes,Low,High,School,7.0,3,Neutral,Medium,Yes,5,Average,87
10,50,38,0,6,Low,Poor,Public,Yes,Medium,Medium,Postgraduate,27.0,0,Neutral,High,No,2,Good,57
8,53,62,1,3,Medium,Average,Private,No,Medium,Low,School,,5,Neutral,Medium,No,5,Poor,59
2,77,62,2,3,High,Good,Public,Yes,High,High,Graduate,14.0,2,Neutral,Low,No,4,Poor,66
7,51,33,2,8,Medium,Poor,Public,No,Medium,Low,School,8.0,5,Neutral,Medium,No,2,Good,56
8,84,94,4,9,High,Good,Private,No,Medium,Medium,Postgraduate,2.0,2,Positive,High,Yes,2,Good,95
11,56,63,0,9,Medium,Average,Public,Yes,Low,Low,,,6,Positive,High,No,5,Good,74
6,55,93,1,6,High,Poor,Private,No,High,High,Postgraduate,4.0,3,Positive,Low,Yes,1,Good,79
5,74,54,1,3,Medium,,Public,No,High,High,Postgraduate,24.0,0,Negative,Medium,No,1,Good,60
11,41,84,1,8,Medium,Average,Public,No,High,Low,Graduate,,0,Negative,Medium,Yes,3,Poor,78
9,50,38,0,5,High,Good,Public,Yes,Medium,Low,Graduate,2.0,1,Negative,High,No,3,Average,58
3,80,46,1,6,Medium,Average,Public,Yes,High,Low,Graduate,10.0,5,Positive,Medium,Yes,5,Average,68
10,42,50,3,9,Low,Good,Public,Yes,Medium,Low,Postgraduate,6.0,6,Positive,High,Yes,2,Poor,64
4,68,89,3,5,Medium,Average,Public,No,Medium,Low,School,11.0,4,Negative,High,Yes,4,Good,74
9,57,42,0,6,High,Good,Private,No,Medium,Low,,27.0,1,Positive,Medium,Yes,4,Good,61
6,59,32,1,5,Low,Poor,Public,Yes,Medium,Medium,Postgraduate,20.0,0,Neutral,Low,No,3,Average,47
8,86,97,4,5,Low,Average,Private,Yes,High,Medium,Postgraduate,,5,Negative,Medium,Yes,3,Good,95
7,53,33,4,3,Medium,Average,Private,No,High,High,School,29.0,3,Positive,Medium,No,4,Average,49
11,73,36,4,6,Medium,Good,Public,Yes,Low,Low,School,17.0,1,Neutral,Low,Yes,1,Poor,68
2,88,55,3,7,Medium,Average,Public,No,High,Medium,Postgraduate,24.0,3,Negative,Medium,No,5,Poor,73
3,93,53,4,3,Low,Poor,Public,Yes,Low,Low,School,,0,Positive,High,No,3,Average,59
1,70,39,1,5,Low,Good,Private,Yes,High,High,School,6.0,5,Positive,Medium,No,3,Good,48
9,97,42,1,5,Low,Good,Public,Yes,High,Medium,Postgraduate,16.0,3,Neutral,High,Yes,4,Average,75
7,79,73,4,9,High,Good,Private,Yes,High,Low,Postgraduate,10.0,1,Negative,Low,No,1,Average,88
1,81,68,2,7,High,,Public,No,Medium,Low,,23.0,0,Positive,Medium,Yes,4,Poor,72
3,97,48,4,9,Medium,Poor,Public,Yes,High,Low,,28.0,0,Neutral,Medium,No,3,Average,66
4,57,80,2,7,High,Average,Private,No,High,Low,School,29.0,1,Positive,Low,Yes,4,Poor,71
4,69,48,0,5,High,Good,Public,No,Low,Low,Postgraduate,19.0,5,Positive,Low,Yes,5,Poor,63
5,64,81,0,7,Medium,Poor,Private,Yes,High,Low,,25.0,4,Negative,High,Yes,3,Poor,77
3,58,76,1,4,Medium,Average,Public,No,Medium,High,Postgraduate,4.0,1,Negative,Low,Yes,3,Average,62
3,47,59,3,9,Low,Poor,Public,No,High,Low,School,27.0,1,Positive,High,No,3,Average,59
1,67,75,1,9,Low,Poor,Public,Yes,Low,Low,School,2.0,5,Positive,Low,No,3,Good,66
7,47,50,1,3,Medium,Poor,Public,Yes,High,Medium,Postgraduate,20.0,2,Negative,High,Yes,3,Good,56
11,70,77,3,6,Medium,Average,Public,Yes,High,Low,Graduate,,0,Positive,Low,Yes,2,Poor,84
10,42,91,1,9,High,,Private,Yes,Low,Low,Graduate,12.0,2,Positive,High,Yes,2,Good,85
1,42,87,3,7,High,Poor,Private,Yes,High,Medium,Postgraduate,4.0,2,Positive,High,Yes,4,Good,68
2,83,47,1,7,High,Poor,Private,Yes,Low,Medium,School,16.0,2,Neutral,Medium,Yes,2,Poor,63
4,61,88,0,4,Medium,Good,Private,No,Low,Low,School,2.0,3,Neutral,High,No,3,Poor,78
4,56,77,2,6,Medium,Poor,Private,No,Medium,High,School,16.0,6,Negative,Medium,No,3,Average,69
5,75,92,1,4,Low,,Public,Yes,Medium,Medium,Postgraduate,28.0,1,Positive,Medium,No,3,Poor,79
11,56,41,2,6,High,Poor,Public,No,Low,Medium,Graduate,,2,Positive,Low,No,2,Good,71
2,53,63,4,9,Low,Good,Public,No,Medium,Low,Postgraduate,14.0,3,Neutral,Medium,No,2,Good,62
4,90,90,1,9,Medium,Poor,Public,No,Medium,Medium,Graduate,11.0,3,Negative,High,No,1,Good,90
1,48,82,0,3,High,Good,Public,Yes,Low,Low,Graduate,,6,Negative,Low,Yes,3,Average,63
2,69,54,3,7,Low,Good,Private,Yes,High,High,,24.0,0,Positive,High,Yes,1,Good,62
1,60,91,0,3,Medium,Good,Private,Yes,High,High,Graduate,6.0,1,Positive,Medium,No,1,Average,73
10,51,33,2,6,Low,Poor,Private,Yes,High,Low,Graduate,24.0,5,Neutral,Medium,Yes,1,Good,59
10,76,42,3,7,High,,Private,No,Medium,High,,27.0,4,Neutral,Medium,No,3,Average,71
4,71,71,0,9,Low,Good,Private,Yes,Medium,Low,School,,1,Negative,Medium,Yes,2,Good,75
4,50,78,0,4,Low,Good,Public,Yes,High,Medium,Postgraduate,,3,Neutral,High,Yes,3,Average,68
7,59,85,0,9,Medium,Good,Public,Yes,Low,Medium,School,25.0,1,Neutral,High,Yes,2,Good,79
10,74,76,3,9,High,Good,Public,No,Low,Low,Postgraduate,28.0,0,Negative,Low,No,3,Poor,88
11,92,37,0,5,Low,Good,Public,No,Low,Low,,11.0,1,Negative,Low,Yes,5,Poor,79
11,86,84,0,4,Medium,Average,Private,No,Medium,Medium,Graduate,14.0,6,Negative,High,Yes,5,Average,89
9,85,47,2,5,High,,Private,Yes,High,Low,School,,3,Positive,High,No,3,Average,67
9,50,64,0,4,Medium,Average,Public,Yes,Low,Medium,School,24.0,6,Positive,Medium,Yes,3,Good,68
5,91,61,0,6,High,Poor,Public,No,High,Low,Postgraduate,16.0,3,Neutral,Medium,No,3,Average,75
10,47,53,4,3,Medium,Average,Public,No,High,Medium,Postgraduate,4.0,2,Neutral,Low,Yes,5,Average,57
1,43,36,3,5,Medium,Poor,Public,No,Medium,High,School,,3,Neutral,Low,No,3,Average,42
1,66,42,4,6,Medium,,Public,Yes,Low,High,Postgraduate,16.0,0,Positive,Low,No,4,Good,51
6,83,98,2,3,Low,Poor,Public,Yes,Medium,Medium,Graduate,15.0,3,Positive,High,Yes,4,Good,86
2,79,71,4,3,Low,Poor,Private,No,High,Medium,Graduate,2.0,1,Negative,Low,No,4,Poor,68
8,77,60,1,7,Medium,Good,Private,No,High,Medium,,13.0,5,Negative,High,Yes,3,Poor,76
9,86,55,3,9,High,Good,Private,No,High,Medium,Postgraduate,17.0,5,Positive,High,No,1,Good,83
4,69,61,0,7,Medium,Poor,Private,Yes,Low,Medium,,,5,Positive,Low,Yes,1,Poor,59
5,83,81,4,9,Low,Poor,Public,Yes,Low,High,School,20.0,4,Positive,High,Yes,2,Poor,83
11,87,49,4,7,High,Good,Public,No,Low,Medium,Postgraduate,10.0,3,Neutral,High,No,4,Average,86
8,87,69,0,5,Low,Average,Public,No,High,Low,School,15.0,5,Negative,Low,Yes,5,Poor,77
3,66,88,0,5,Medium,Good,Public,Yes,High,High,,17.0,0,Neutral,Low,No,4,Good,72
5,60,43,2,9,Low,Poor,Private,No,Low,Medium,Postgraduate,,6,Negative,Low,Yes,4,Good,54
3,91,73,4,3,Low,Poor,Public,Yes,High,Low,School,2.0,0,Positive,Low,No,2,Average,71
10,59,77,4,5,Low,Poor,Public,Yes,High,High,Graduate,24.0,5,Neutral,Medium,No,4,Poor,73
3,99,72,1,3,Medium,Good,Private,No,High,Low,Postgraduate,26.0,0,Negative,Medium,Yes,1,Poor,73
3,43,45,1,6,Low,,Public,Yes,Low,Medium,School,1.0,5,Neutral,Medium,No,5,Good,48
7,50,64,4,4,Medium,Average,Private,Yes,Medium,Low,Postgraduate,23.0,0,Positive,Low,No,1,Poor,61
7,52,82,1,3,Medium,Poor,Public,Yes,Medium,Low,,23.0,1,Negative,Medium,Yes,4,Average,72
7,48,63,4,3,Low,Poor,Private,Yes,Medium,High,Postgraduate,5.0,2,Positive,Low,No,3,Average,58
10,43,32,3,6,High,Good,Private,Yes,Low,Low,Postgraduate,,6,Negative,Medium,Yes,5,Poor,56
8,51,97,2,9,Low,Poor,Public,Yes,High,Low,Postgraduate,22.0,4,Neutral,High,Yes,5,Average,85
5,48,34,1,7,Low,Average,Public,No,Medium,High,,11.0,6,Negative,Low,Yes,2,Poor,48
5,52,39,4,8,Low,Good,Private,Yes,Medium,Medium,Postgraduate,16.0,5,Neutral,Medium,Yes,2,Average,57
4,87,81,1,9,High,,Public,Yes,Low,Low,School,21.0,6,Positive,Medium,No,5,Poor,80
7,65,58,2,7,High,Good,Private,Yes,High,Medium,School,9.0,2,Positive,Low,No,5,Good,73
10,77,60,3,7,Medium,Good,Public,Yes,High,High,Graduate,4.0,2,Negative,High,No,1,Average,85
4,81,95,0,9,High,Average,Private,Yes,Low,Medium,School,9.0,2,Positive,Medium,No,4,Average,89
2,52,98,0,9,High,Good,Public,No,Medium,Low,School,14.0,1,Negative,Low,No,5,Average,75
4,78,66,1,3,Low,Poor,Private,Yes,High,Low,Graduate,,6,Neutral,Medium,Yes,3,Poor,62
8,67,56,4,3,Medium,Average,Private,Yes,High,Medium,Postgraduate,22.0,6,Negative,High,No,4,Good,64
9,97,62,2,5,Medium,,Public,No,Medium,Medium,,16.0,4,Negative,Low,Yes,5,Poor,78
3,58,97,3,5,High,Poor,Public,Yes,Low,Low,Postgraduate,9.0,3,Negative,Medium,Yes,2,Poor,75
7,63,88,3,4,High,Good,Private,No,Medium,High,Postgraduate,3.0,3,Positive,Medium,No,2,Poor,80
9,58,93,3,4,Low,Good,Private,No,High,Low,,28.0,5,Neutral,Low,Yes,2,Average,85
11,88,73,0,8,High,Average,Private,Yes,Low,Low,Postgraduate,29.0,4,Negative,High,No,3,Poor,90
4,52,78,2,9,High,Average,Public,No,Medium,Medium,Graduate,1.0,4,Neutral,Medium,Yes,1,Average,68
10,52,82,0,5,Medium,Average,Private,No,Medium,Low,Graduate,28.0,0,Positive,High,No,4,Poor,77
3,97,78,1,9,High,Average,Private,Yes,Low,Medium,Postgraduate,22.0,6,Negative,Low,No,1,Average,93
5,67,95,3,3,Low,Poor,Public,Yes,High,High,Graduate,20.0,2,Negative,Medium,No,1,Good,74
1,92,92,2,6,Medium,Good,Private,No,Low,Low,Graduate,,0,Neutral,Medium,No,1,Average,83
3,41,54,3,5,Medium,Average,Public,No,Low,High,School,26.0,1,Neutral,High,Yes,2,Average,55
8,49,33,0,3,High,Poor,Private,Yes,High,High,School,20.0,1,Neutral,High,Yes,4,Good,49
11,61,80,0,9,Low,Average,Public,Yes,Medium,Low,School,20.0,4,Negative,High,Yes,2,Poor,83
8,52,40,0,5,Medium,,Public,Yes,Low,Medium,Postgraduate,1.0,1,Negative,Low,No,1,Average,60
4,97,46,3,7,Low,Average,Public,Yes,Low,Medium,,5.0,4,Neutral,High,Yes,5,Average,69
2,48,95,2,5,Low,Good,Public,Yes,Medium,Low,Graduate,9.0,6,Neutral,Medium,Yes,3,Average,69
8,72,99,2,9,High,Good,Public,No,High,Medium,School,3.0,3,Neutral,Low,Yes,3,Good,95
8,53,98,1,9,Low,Poor,Public,No,Medium,Medium,Graduate,12.0,2,Positive,Low,No,1,Average,83
10,87,58,3,8,Medium,Average,Private,No,Medium,High,School,18.0,6,Negative,Low,Yes,2,Average,75
4,59,49,1,9,High,Average,Public,No,Low,Medium,,28.0,1,Neutral,Medium,Yes,4,Good,60
3,54,56,1,7,Medium,Good,Private,Yes,Low,Medium,School,2.0,0,Positive,High,No,2,Poor,55
2,71,37,1,3,Low,Average,Public,No,High,Low,,10.0,1,Negative,Low,Yes,4,Good,47
9,72,90,1,7,Low,Good,Public,No,Low,High,School,7.0,5,Positive,Low,No,5,Poor,86
1,56,57,0,5,High,Poor,Private,No,Medium,Medium,School,22.0,2,Neutral,Medium,Yes,4,Good,53
7,63,99,1,7,High,Average,Public,Yes,Medium,Low,Graduate,18.0,1,Positive,Medium,Yes,4,Average,88
5,69,32,2,8,Medium,Good,Private,Yes,High,Medium,School,16.0,4,Positive,High,Yes,5,Good,56
8,52,98,1,6,Medium,Average,Private,Yes,Low,High,Postgraduate,,1,Neutral,High,No,3,Poor,77
4,98,36,0,7,Low,Average,Private,Yes,Low,High,School,1.0,3,Neutral,High,No,4,Poor,65
7,86,89,4,9,High,Poor,Public,No,High,High,School,7.0,6,Negative,Medium,Yes,5,Poor,92
5,87,33,4,8,Low,Good,Private,No,High,High,Postgraduate,11.0,3,Positive,Low,No,4,Average,59
5,55,34,4,7,Low,Poor,Private,No,Low,High,Graduate,6.0,1,Neutral,Low,No,2,Good,48
9,41,40,3,4,Medium,Poor,Private,No,High,High,Postgraduate,21.0,0,Neutral,Medium,No,5,Average,50
9,56,44,2,6,Medium,Poor,Public,No,Medium,Low,Graduate,5.0,1,Neutral,High,No,1,Average,60
9,71,93,0,3,Medium,Good,Public,No,High,High,Postgraduate,10.0,4,Negative,Low,No,4,Poor,87
6,82,42,4,9,High,Good,Public,No,Medium,Medium,,,4,Positive,Low,Yes,4,Poor,70
6,47,36,0,8,Medium,,Public,No,Medium,Medium,Postgraduate,3.0,6,Neutral,Medium,Yes,2,Good,47
5,91,35,0,7,High,Good,Public,Yes,Medium,Medium,Graduate,27.0,6,Positive,High,No,2,Poor,66
9,42,85,3,6,Low,Poor,Private,No,Low,Medium,School,15.0,6,Neutral,Low,No,1,Poor,75
10,51,93,4,3,High,Good,Private,No,Medium,High,School,12.0,6,Neutral,High,No,5,Average,86
8,59,79,1,6,Medium,Average,Private,Yes,High,High,,5.0,6,Positive,Medium,No,1,Good,75
7,55,59,0,8,High,Poor,Private,No,Medium,Low,,14.0,4,Positive,Medium,Yes,1,Poor,67
7,53,51,4,4,High,Average,Public,No,Low,High,Graduate,12.0,0,Negative,High,Yes,3,Poor,66
6,55,54,0,8,Medium,,Public,Yes,Low,Medium,School,,3,Negative,Low,Yes,1,Average,61
5,98,57,3,8,Medium,Average,Public,Yes,Low,Low,Graduate,11.0,4,Positive,Low,No,4,Poor,78
4,92,68,3,3,Low,Average,Public,No,Low,Low,,23.0,4,Neutral,Low,Yes,1,Poor,74
3,88,96,1,3,High,Good,Private,Yes,High,Low,Postgraduate,23.0,1,Negative,High,No,2,Good,86
3,82,34,3,7,Low,,Private,Yes,Low,Low,Graduate,13.0,3,Positive,High,Yes,2,Average,56
